Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
394969,617-зд от 30.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Курортный,Алексеевский пер. (г.сестрорецк) у д.16),Полное закрытие дв.,Работы по ремонту оборудования газопроводов,20200706,20200713,20200717,(этапы 1 и 2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427454&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394969&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e394842&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190490&p3=238&p4=394969,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61840&p3=66&p4=394969,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394969&msk=0&t=1
394999,605-зд от 29.06.2020,Спб гку 'управление заказчика',7840014918,Ооо 'регионэнергострой',7816599670,Выборгский,"Г.санкт-петербург, пос.левашово, пос.новосёлки, пос.парголово",Огранич.движения,Работы по прокладке газопровода,20200703,20200715,20200728,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427028&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394999&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e378384&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190728&p3=225&p4=394999,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61906&p3=19&p4=394999,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394999&msk=0&t=1
395018,0-зд от 26.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Василеостровский,Морская наб. Вдоль д. 37/2 в направлении от капитанской ул. К адмиральскому проезду),Огранич.движения,-,20200626,20200630,20200701,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395018&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190953&p3=254&p4=395018,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61925&p3=132&p4=395018,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395018&msk=0&t=1
395019,0-зд от 26.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Петроградский,"Северная дор. , бодров пер., наб. Мартынова от бодрова пер. До ул. Рюхина, южная дорога)",Полное закрытие дв.,-,20200627,20200628,20200629,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395019&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191207&p3=503&p4=395019,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=62057&p3=771&p4=395019,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395019&msk=0&t=1
395020,0-зд от 26.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Петроградский,Петровская коса,Полное закрытие дв.,-,20200627,20200628,20200629,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395020&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191710&p3=234&p4=395020,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=62828&p3=53&p4=395020,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395020&msk=0&t=1
395022,0-зд от 26.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Василеостровский,"Морская наб. От капитанской ул. До наличной ул., наличная ул. От уральской ул. До морской наб.)",Полное закрытие дв.,-,20200627,20200628,20200629,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395022&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=191944&p3=270&p4=395022,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=62881&p3=206&p4=395022,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395022&msk=0&t=1
395025,0-зд от 26.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Приморский,"Приморский пр. От яхтенной ул. До ул. Савушкина, яхтенная ул. От приморского пр. До яхтенного моста, яхтенный мост)",Полное закрытие дв.,-,20200627,20200628,20200629,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395025&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=192214&p3=503&p4=395025,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=63087&p3=777&p4=395025,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395025&msk=0&t=1
395027,0-зд от 26.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Василеостровский,Наб.макарова в направлении от моста бетанкура к адмиральскому проезду),Полное закрытие дв.,-,20200627,20200628,20200629,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395027&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=192717&p3=270&p4=395027,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=63864&p3=132&p4=395027,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395027&msk=0&t=1
395039,609-зд от 29.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'по 'возрождение',7811062995,Красносельский,Пр.ветеранов у ул.пионерстроя),Огранич.движения,Работы по отводу транспорта при ремонте дорожного покрытия,20200706,20200731,20200804,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427495&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395039&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e358639&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=192987&p3=234&p4=395039,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=63996&p3=55&p4=395039,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395039&msk=0&t=1
395046,607-зд от 29.06.2020,Ао 'теплосеть санкт-петербурга',7810577007,Ооо 'мтэр санкт-петербург',7839450780,Адмиралтейский,Ул.декабристов от львиного пер. До ул.глинки),Полное закрытие дв.,Работы по реконструкции теплосети,20200725,20200926,20200929,(этап 2),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427457&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395046&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393846&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193221&p3=234&p4=395046,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64051&p3=55&p4=395046,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395046&msk=0&t=1
395049,606-зд от 29.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'стройинвест',7825697956,Красносельский,"Г.санкт-петербург, перекрёсток санкт-петербургского ш. И пр.будённого",Огранич.движения,Работы по прокладке инженерных сетей,20200706,20200930,20201005,"(этапы 2, 2.1, 3, 4, 5.1, 5 и 6 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427565&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395049&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e377858&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193455&p3=243&p4=395049,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64106&p3=90&p4=395049,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395049&msk=0&t=1
395067,608-зд от 29.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Спб гку 'дирекция транспортного строительства',7825342390,Красногвардейский,/ул.коммуны (г.санкт-петербург) от ул.химиков до ириновского пр.),Огранич.движения,Работы по ремонту дорожного покрытия,20200706,20200720,20200721,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=428244&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395067&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e394016&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193698&p3=234&p4=395067,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64196&p3=53&p4=395067,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395067&msk=0&t=1
395197,613-зд от 29.06.2020,Зао 'ск 'темп',7806056530,Зао 'ск 'темп',7806056530,Выборгский,Ул.руднева и актёрский проезд у д.15 по ул.руднева),Огранич.движения,Работы по устройству въезда-выезда,20200705,20200712,20200717,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426868&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395197&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e394375&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=193932&p3=243&p4=395197,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64249&p3=95&p4=395197,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395197&msk=0&t=1
395219,656-зд от 14.07.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Фрунзенский,Расстанная ул. От воронежской ул. До лиговского пр.),Огранич.движения,Работы по ремонту оборудования газопровода,20200718,20200719,20200728,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=430582&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395219&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e395677&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194175&p3=234&p4=395219,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64344&p3=55&p4=395219,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395219&msk=0&t=1
395234,614-зд от 30.06.2020,Гуп 'водоканал санкт-петербурга',7830000426,Гуп 'водоканал санкт-петербурга',7830000426,Василеостровский,Морская наб. У д.9),Огранич.движения,Работы по строительству канализационного коллектора,20200704,20210515,20220622,(этапы 1 и 2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427997&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395234&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194409&p3=234&p4=395234,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64399&p3=55&p4=395234,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395234&msk=0&t=1
395251,615-зд от 30.06.2020,Ао 'теплосеть санкт-петербурга',7810577007,Ао 'теплосеть санкт-петербурга',7810577007,Фрунзенский,Будапештская ул. От пр.славы до ул.турку),Полное закрытие дв.,Работы по реконструкции теплосети,20200717,20200719,20200728,(этап 3),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427922&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395251&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e366045&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194643&p3=234&p4=395251,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64454&p3=53&p4=395251,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395251&msk=0&t=1
395300,0-зд от 29.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Центральный,"Дворцовая наб. От троицкого моста до наб.кутузова, суворовская пл.)",Полное закрытие дв.,-,20200712,20200712,20200713,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=395300&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=194877&p3=238&p4=395300,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=64507&p3=70&p4=395300,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e395300&msk=0&t=1
